COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
Malta,2002,3,US dollar,347469343.2458881,456277681.4642525,-152516808.305784,-3274749.548418239,341444529.2519039,-149242058.7573658,274773417.0103414,261229013.021106,2341301.250593638,258887711.7705123,-244578.1225265159,-13544403.98923541,2585879.373120154
Malta,2002,4,US dollar,488983594.9550446,899627770.7587802,38135388.73427672,-198665534.9923192,484464294.5931628,236800923.7265959,73175512.71622437,67281664.70657419,2921592.279855247,64360072.42671894,2501809.408926417,-5893848.009650181,419782.8709288299
Malta,2003,1,US dollar,-302708558.1586095,-146571957.3523442,73954852.21511286,101260512.5586535,-313013653.7000102,-27305660.34354064,152126343.5659824,150742904.0755366,2112101.910828025,148630802.1647085,1747770.700636943,-1383439.49044586,364331.2101910828
Malta,2003,2,US dollar,-197857662.0076552,177909677.8892494,-24189320.19082261,-8595454.048633497,-169192825.3831975,-15593866.14218911,344713648.0777582,355249378.1760492,-4664836.624457633,359914214.8005068,1593907.730452494,10535730.09829099,-6258744.354910127
Malta,2003,3,US dollar,584486710.5411099,1225213955.185171,68664792.69149677,123892457.3746375,578289460.0140543,-55227664.68314068,762417164.4413205,777319659.1707653,4917427.969079405,772402231.2016859,355762.4736472239,14902494.72944482,4561665.495432182
Malta,2003,4,US dollar,8835839.82501528,21456808.00512766,361208817.4173598,694917075.4512072,-27404775.92942252,-333708258.0338474,300209195.8291783,287721942.6856872,-22519679.1789941,310241621.8646813,-10384878.8831361,-12487253.14349114,-12134800.295858
Malta,2004,1,US dollar,212454624.6975001,781858578.2625002,1359832521.015,1791050632.155001,1271554821.3825,-431218111.1400001,568471408.7700002,985850940.0675004,104157205.3725,881693734.6950003,3804287.872500001,417379531.2975001,100352917.5
Malta,2004,2,US dollar,409289518.1264953,257921134.962373,1242873271.297422,1897657188.913275,1479650164.071859,-654783917.6158528,74049899.99460089,466323728.7139539,100686311.1474572,365637417.5664967,-2820228.100952294,392273828.719353,103506539.2484095
Malta,2004,3,US dollar,285221135.8181867,1361086270.235174,1301931547.806083,1741562216.596393,1323731567.166083,-439630668.7903106,1106009864.603655,1502013610.940632,98410472.0412138,1403603138.899418,-1616689.963636391,396003746.3369765,100027162.0048502
Malta,2004,4,US dollar,371870879.0630338,593853759.0357631,1409586064.66971,2038770166.848504,1545999745.833954,-629184102.1787938,376462974.9897005,834294692.3194017,106262114.5278798,728032577.791522,-2460528.749696993,457831717.3297013,108722643.2775768
Malta,2005,1,US dollar,-22502114.90451533,102365989.2883834,2901490767.826345,5795302975.132046,-724140171.3361025,-2893812207.3057,164205302.7328972,3902031974.062438,496568418.9354657,3405463555.126972,5174508.200644972,3737826671.32954,491393910.7348207
Malta,2005,2,US dollar,706239133.3758637,546880497.1677059,2719953725.003144,5528605437.031522,33832617.90415469,-2808651712.028377,-58148422.77938606,3535506618.959472,456911049.4138575,3078595569.545615,-2622513.689846219,3593655041.738858,459533563.1037037
Malta,2005,3,US dollar,3154226578.170878,3790558587.050265,2678081203.733913,5266049633.34722,2485765748.312096,-2587968429.613307,656235877.3999934,4153455625.562989,447267277.51151073,3706188348.051478,4569458.884242379,3497219748.162995,442697818.6272683
Malta,2005,4,US dollar,-965398906.9401563,599054329.4821872,2670859734.539999,5211462401.878592,-1629801206.063437,-2540602667.338593,1711882287.899062,5127868263.088592,444914207.2917186,4682954055.796873,-6496328.810156247,3415985975.18953,451410536.1018748
Malta,2006,1,US dollar,1432007980.273185,1673817390.521794,3527600204.756812,5770928837.68351,1741195330.578407,-2243328632.926699,423887999.1458328,1982942702.06763,248875697.0806075,1734067004.987022,339049.0338461432,1559054702.921797,248536648.0467614
Malta,2006,2,US dollar,2267729579.122265,3519661903.695011,3731476887.468882,6853654117.956795,2597113707.638234,-3122177230.487913,1591440154.854682,3690596302.933076,255520199.2514524,3435076103.681623,-15934899.5941936,2099156148.078394,271455098.845646
Malta,2006,3,US dollar,457100118.3939916,-139209547.9239975,3779212075.887469,6119814413.678503,817146597.384139,-2340602337.791034,-4667749.629230684,1224684211.251978,287854372.5555332,936829838.6964444,10985841.20353826,1229351960.881208,276868531.3519949
Malta,2006,4,US dollar,-247106620.9315969,148258405.4023867,3822085466.620465,6290995304.850561,43970742.84254139,-2468909838.230096,404630089.3363649,2081892840.496589,275907893.0719154,1805984947.424673,-4817652.344127171,1677262751.160224,280725545.4160426
Malta,2007,1,US dollar,2744894201.847655,2738162246.121092,3517446605.011717,8486386532.476559,5032561273.332029,-4968939927.464841,127282140.3710937,4610634906.253904,617944021.7617185,3992690884.492186,6182427.042968747,4483352765.88281,611761594.7187496
Malta,2007,2,US dollar,3588423579.26511,3922231082.241234,3565890923.685432,8777800163.411486,6016763013.743139,-5211909239.726054,531254415.4428956,5121443604.937991,622643120.8054749,4498800484.132516,-2505515.791935448,4590189189.495095,625148636.5974103
Malta,2007,3,US dollar,2804339495.792708,1113551210.674776,3668691987.157765,9114050434.555183,5179274240.301578,-5445358447.397419,-1154465658.621667,3570061214.724845,640340980.1639858,2929720234.560859,5120536.308922964,4724526873.346511,635220443.8550628
Malta,2007,4,US dollar,936024022.1996868,1403484258.583749,3887438873.922029,9213240281.590153,3459260680.450311,-5325801407.668122,-204011784.0578124,4698746165.390779,684186596.0729684,4014559569.31781,-8348471.684218746,4902757949.448591,692535067.7571872
Malta,2008,1,US dollar,2974457907.721063,1517278736.987146,4155816154.102393,3768009851.895606,3047474301.796873,387806302.2067867,19970539.01612968,572947201.4764701,-516666523.449049,1089613724.925519,21966993.87645232,552976662.4603405,-538633517.3255013
Malta,2008,2,US dollar,2673296616.648749,4791195913.961247,4273390582.676247,3850939890.408748,3540630747.798748,422450692.2674997,2329772649.191249,2891430691.342498,-455917970.6549997,3347348661.997498,80452381.53749995,561658042.1512496,-536370352.1924997
Malta,2008,3,US dollar,2866466888.372676,3202825772.211307,4240197754.013561,3854185310.859022,3312945726.627214,386012443.1545386,736430948.3068051,2006666819.074964,-385747107.6477204,2392413926.722685,137748710.1363612,1270235870.768159,-523495817.7840816
Malta,2008,4,US dollar,-395361613.8267188,-3785843803.854375,3493192395.810938,3364635051.164532,-692222295.5704689,128557344.646406,-2944788796.800001,-3016517783.408438,-463758818.8851564,-2552758964.523282,1025366.315625,-71728986.60843752,-464784185.2007814
Malta,2009,1,US dollar,-1824727922.778705,-1240166418.412047,-1432227050.96633,399785033.5612645,-1388799980.578712,-1832012084.527595,-357263190.5222175,2743054489.553932,1473890699.914266,1269163789.639666,1081374.063492049,3100317680.076149,1472809325.850774
Malta,2009,2,US dollar,-1242342712.158852,-593166211.7061206,-1509163182.594656,106176996.4514501,-30550285.8537091,-1615340179.046106,569036953.6316048,2050025479.336906,-123326864.6512886,2173352343.988195,-6614464.25709668,1480988525.705301,-116712400.3941919
Malta,2009,3,US dollar,-558373587.8604363,-389625685.4658966,-1524442041.539951,458386861.336349,610662375.3722533,-1982828902.8763,1437587656.199954,2037218092.613117,-42214580.47636229,2079432673.089479,-34841789.63590798,599630436.4131627,-7372790.840454311
Malta,2009,4,US dollar,-1531257360.91987,-1108259706.702941,-1635538807.512949,480522154.6569308,-880899594.4929372,-2116060962.16988,1446038128.544331,3785736707.696368,367248163.4123136,3418488544.284055,3345915.331846207,2339698579.152038,363902248.0804674
Malta,2010,1,US dollar,1352815583.227902,2678337957.13009,906171030.725056,1956914022.948521,1597812106.422816,-1050742992.223465,1202948328.94981,1789176140.860906,126369020.9117428,1662807119.949164,53934654.14095099,586227811.911096,72434366.77079178
Malta,2010,2,US dollar,-1201482930.339372,-677103803.0869879,828021217.1428617,2682808313.105094,-1297759966.394452,-1854787095.962232,1758249174.769216,2166889336.33652,-79609106.1950798,2246498442.5316,-85677068.30984174,408640161.5673038,6067962.114761938
Malta,2010,3,US dollar,-939206629.3424292,-816530904.1948527,777918627.1048526,2601096960.086983,-1052825196.725763,-1823178332.982131,1095722433.564248,900103628.1787925,-396786885.3978808,1296890513.576673,8768352.251818227,-195618805.3854556,-405555237.6496991
Malta,2010,4,US dollar,123507056.0645457,528423416.1406072,817425447.7581834,2004178823.781216,200779290.7790913,-1186753376.023033,813013516.1284865,1303763556.473033,90958839.3160608,1212804717.156972,807627.1618181834,490750040.3445464,90151212.1542426
Malta,2011,1,US dollar,-1203539677.324217,-1076550620.641405,-1138347337.757343,1712382634.56578,-642500413.4084371,-2850729972.323123,469768812.0515622,3732516296.565935,141480438.4196874,3591035858.146248,11500000.05390624,3262747484.514373,129980438.3657812
Malta,2011,2,US dollar,3653706798.719988,3393520952.590465,-1244952744.582377,1717123633.966185,9209011584.32092,-2962076378.548561,-66081578.76047597,2796516191.872848,-14824927.93047614,2811341119.803324,-2494613.811904753,2862597770.633324,-12330314.11857139
Malta,2011,3,US dollar,-1418429563.306636,1080587566.962402,-764807753.842408,2461969699.650857,-2078147892.698138,-3226777453.493265,1641003751.136935,4463139121.687178,47751057.66787777,4415388064.0193,-2800683.757575698,2822135370.550243,50551741.42545347
Malta,2011,4,US dollar,-3226969079.385469,-883281696.2932816,-1229929745.149844,1915435261.370313,-3670534485.756251,-3145365006.520157,2682288970.696407,5397696304.999533,638081.6135937502,5397058223.385939,1435245.4803125,2715407334.303126,-797163.8667187502
Malta,2012,1,US dollar,564110482.7546254,-630678011.0700111,-2048410900.570805,722633691.8215512,1275573602.479253,-2771044592.392357,-111987941.1776943,1982103439.553881,32283868.31461596,1949819571.239265,-4389946.484615462,2094091380.731575,36673814.79923142
Malta,2012,2,US dollar,-44422123.69403101,781560432.3822361,-2071835378.300748,699198637.3857868,1067999152.285615,-2771034015.686535,1229234714.40432,3691116439.107961,89217269.03177169,3601899170.076189,-2362940.264516063,2461881724.703641,91580209.29628776
Malta,2012,3,US dollar,382337180.8063031,1238641470.1826,-2233621016.930435,905894366.8742968,1137453422.334294,-3139515383.804732,719064687.8966068,2913110586.796119,47200359.94015328,2865910226.855966,12929029.61661523,2194045898.899512,34271330.32353805
Malta,2012,4,US dollar,-1265177608.40625,-312482316.9806249,-1899721567.445624,995873118.5906248,-999389881.7099996,-2895594686.036249,837351140.6287498,3003184608.208124,-685335453.2268748,3688520061.434999,4336143.899999999,2165833467.579374,-689671597.1268748
Malta,2013,1,US dollar,444886773.1790444,885068409.2419597,-2142714001.693607,133000946.027423,1321009769.608101,-2275714947.72103,-169033912.9838756,1860357043.514567,15940124.4822585,1844416919.032308,58328618.6564532,2029390956.498442,-42388494.1741947
Malta,2013,2,US dollar,-38866533.73364942,1519065228.034866,-2122762435.403099,1020356005.384408,-97034731.4857107,-3143118440.787507,2282828204.184998,4949430299.687126,-96868448.184441,5046298747.871567,11452125.58698372,2666602095.502127,-108320573.7714247
Malta,2013,3,US dollar,726617818.0336432,2834023331.963664,-2316370593.162447,1110189641.907283,2923144669.34215,-3426560235.06973,2331995638.023659,4532310832.426408,-227561051.6221234,4759871884.048531,9578182.426363727,2200315194.402749,-237139234.0484871
Malta,2013,4,US dollar,-3100302473.463124,-2729701988.442186,-2188657987.375467,-1753488815.236405,-2441531143.566248,-435169172.1390622,-2182421978.447342,-201552381.4487499,-592083053.0134372,390530671.5646872,2391649.604843748,1980869596.998592,-594474702.6182808
Malta,2014,1,US dollar,-2435644896.234839,722394459.2317218,-2195076476.055799,-863008661.1802886,-1810094221.538352,-1332067814.875511,2001737615.227869,4736451464.557301,370710554.7606225,4365740909.796679,8076718.406348935,2734713849.329432,362633836.3542735
Malta,2014,2,US dollar,-3633495898.838813,-370691409.3387202,-2480436061.062167,-1601253866.881497,-3077880526.756539,-879182194.1806701,2424682765.642811,5691498876.406613,47346838.1056465,5644152038.300966,45515496.45967871,3266816110.763802,1831341.6459677939
Malta,2014,3,US dollar,369565874.5454574,1415459834.013647,-2114027088.91638,1310202091.173192,1552679590.210012,-3424229180.089571,982764737.9872802,2476807161.363655,-769033976.1754605,3245841137.539116,165564053.6813649,1494042423.376375,-934598029.8568252
Malta,2014,4,US dollar,-233758469.5312501,-501531623.4375002,-1924507873.652344,1309939165.019532,432195833.8476564,-3234447038.671876,1419867361.054688,4724809758.10547,408926220.2929689,4315883537.812501,13624495.83984375,3304942397.050782,395301724.4531251
Malta,2015,1,US dollar,2068551002.571507,727797862.3857416,-1673320806.34292,1172596250.000044,3047913075.400114,-2845917056.342964,-1589005251.871488,484069579.1714468,-748382627.6714567,1232452206.842903,22033097.61428654,2073074831.042935,-770415725.2857432
Malta,2015,2,US dollar,-3777297795.657944,-4951970938.006293,-1562093827.232208,90378228.08644883,-2861265465.076683,-1652472055.318657,-1640014877.822528,346524774.8606341,36614642.92967625,309910131.9309578,17052783.65290268,1986539652.683162,19561859.27677357
Malta,2015,3,US dollar,-1920406501.2,-2538001445.1,-1616458824.705,1008510446.01,-1209569023.26,-2624969270.715,-1094972915.535,793643841.7800001,-423587451.435,1217231293.215,44206207.395,1888616757.315,-467793658.83
Malta,2015,4,US dollar,-330340235.6246248,-20044550.34769288,-1740124687.391742,1369220222.612039,20945629.60953906,-3109344910.003781,545610776.5984771,2731601465.013924,69902371.03384815,2661699093.980076,20608067.15846213,2185990688.415447,49294303.87538602
Malta,2016,1,US dollar,94883795.65257645,-91374376.7254798,-1537968627.800254,780472244.5722235,-2439453011.541182,-2318440872.372478,-909275390.7347984,1012459866.88931,16677949.77967668,995781917.1096332,36976950.75967578,1921735257.624108,-20299000.9799991
Malta,2016,2,US dollar,-308467245.0678502,509761244.099699,-1940098323.063256,542676987.5552379,760673281.3138561,-2482775310.618494,506934090.3907759,2363501404.048031,-23666176.42015416,2387167580.468185,2971469.991076962,1856567313.657255,-26637646.41123112
Malta,2016,3,US dollar,-1436113145.185621,-2354351501.287903,-1505808647.609864,513759007.0340963,-421165579.6969741,-2019567654.64396,-1458162767.208349,534365944.6628843,36093462.28787916,498272482.3750052,33235897.55681853,1992528711.871233,2857564.731060636
Malta,2016,4,US dollar,347746232.109375,142961009.1679688,-1651002117.1875,939125868.3984376,1777830304.464844,-2590127985.585938,-395821122.0820313,1424394793.722656,28534219.3125,1395860574.410156,77903627.87109376,1820215915.804688,-49369408.55859375
Malta,2017,1,US dollar,-225012885.7846106,868416426.5538273,9150353654.399801,13260693384.83048,3223257413.815315,-4110339730.43068,277730981.4461478,835418369.9076742,-580303675.1076798,1415722045.015354,-46936248.36922975,557687388.4615264,-533367426.73845
Malta,2017,2,US dollar,-414125589.9193584,-132950019.7258076,7213268731.677481,9384873890.983952,2268372229.951632,-2171605159.30647,621204916.838715,375969826.9838742,-8288022.451612974,384257849.4354872,-57564283.59677469,-245235089.8548408,49265239.8387101
Malta,2017,3,US dollar,-346849905.4615408,2099893155.846168,7768702577.92313,9712255449.923143,2795178687.153865,-1943552872.000013,411594281.4615413,1280122701.307701,13002907.15384624,1267119794.153855,100158797.9230776,868528419.8461598,-87155890.76923136
Malta,2017,4,US dollar,515671395.1428511,564438711.4285648,7985018140.428477,10101486700.42845,1633787512.571409,-2116468559.999975,320967119.5714248,2266255570.571402,1455613732.428554,810641838.1428477,32672453.57142819,1945288450.999977,1422953052.714269
Malta,2018,1,US dollar,-313904452.142861,-1913751429.285738,18909753177.85737,18631557400.71451,-359483717.8571472,278195777.1428605,-1745975971.428592,-1683372087.857163,564701042.8571496,-2248073130.714313,24916173.57142887,62603883.57142932,539797161.4285779
Malta,2018,2,US dollar,126250330.8571453,-332759460.1904827,18335465661.14321,19101415313.76228,1093454639.809545,-765949652.6190625,-431676999.5238179,-80806884.09523965,451801273.6666754,-532608157.7619151,34040882.90476256,350870115.4285782,417760390.7619129
Malta,2018,3,US dollar,755839483.9384367,-508420552.615368,18121076029.29171,18470865183.04555,1065357357.41535,-349789153.7538359,-1206615007.292268,-834870272.4922804,479929464.9230612,-1314799737.415342,12989610.18461496,371744734.7999878,466928225.7230616
Malta,2018,4,US dollar,-1600226082.625,-2407900981.75,17836613440.875,16846951732.75,-2168021730.75,989661708.1250012,-1068476241.25,248108835.125,1838975335.25,-1590866500.125,-18296842.375,1316573662.25,1857272177.625
Malta,2019,1,US dollar,-466131951.9999881,-1332748267.428537,7566645549.714093,7740464009.14266,5733090228.571283,-173818459.428567,-591589263.9999849,-3602337597.714194,459294607.9999883,-4061632205.714182,-2339689.142857083,-3010736975.999923,461645654.8571311
Malta,2019,2,US dollar,-348740295.0000001,-520171967.0000001,7238976533.000002,8158859827.000002,6494986000.000001,-919883294.0000002,-615922444.0000001,3046530492.000001,165464825,2881065667.000001,-4629644.000000001,3662452936.000001,170094469
Malta,2019,3,US dollar,431211272.1212026,-640612269.4545313,7738174121.666495,8172209727.545274,1314538333.939365,-434035605.8787783,-488409590.4242316,-118388509.9090883,74489022.99999835,-192877532.90908661,12731740.75757548,370021080.5151433,61757282.24242288
Malta,2019,4,US dollar,-453260369.8124999,-1629095775.8125,8635074475.999998,8309906299.312498,-2304375232.999999,325168176.6874999,-635600769.1874999,-674604122.3749998,793197343.8749998,-1467801466.25,109869224.25,-39014424.24999999,683328119.6249998
Malta,2020,1,US dollar,578952125.2343748,-283086142.4843749,8545401733.437498,7272942038.171873,1229654397.671875,1272459695.265625,-1165666983.46875,-735529978.3593748,-35924693.34374999,-699605285.0156248,44470315.60937499,430137005.1093749,-80406035.56249999
Malta,2020,2,US dollar,-994344554.9032202,119778653.2258058,9701861642.838654,7735773525.806408,-714883058.9677378,1966088117.032247,1141988954.580639,1049690553.290317,187449461.9999989,862241091.2903177,-4945343.935483843,-92298401.29032204,192394805.9354828
Malta,2020,3,US dollar,-32495714.84848468,-220304581.9242413,10677121703.40904,7909071253.621172,-1298238875.515145,2768050449.787865,275301825.9393925,-256096624.6818169,-1068325848.409085,812229223.7272686,142840876.0606053,-531386761.5151488,-1211178413.575751
Malta,2020,4,US dollar,-341932415.0153956,-1258734527.63081,11528707536.61576,8566335071.138738,-1873840690.338522,2962372465.477019,1198385794.461577,1215146017.846193,1358317691.200044,-143171673.3538508,100990783.7538494,16760223.38461593,1257326907.446194
Malta,2021,1,US dollar,613628892.380943,-121267912.857141,18508989608.57114,20753379753.33301,4158423120.857079,-2244390144.76187,-225993267.9047584,-234680219.2380916,2713039723.142815,-2947719942.380907,150618000.8571405,-8674902.857142724,2562421722.285675
Malta,2021,2,US dollar,447235645.9999835,-60099287.11110891,17245155211.77714,22271693661.55473,1672216841.777716,-5026538449.777592,319174965.9999882,1641166347.333273,573801078.8888677,1067365268.444405,89172196.66666338,1321991381.333285,484628882.2222043
Malta,2021,3,US dollar,568204445.6666743,-972508750.000013,16748015233.18204,21954638472.92454,812569371.5757685,-5206623239.742494,-260679496.9393974,959176539.1363764,749727624.3484949,209448914.7878816,196812195.0303057,1219844248.090925,552903641.3333406
Malta,2021,4,US dollar,-436346558.5757737,379867821.4091049,16309604728.9703,20571433745.3947,-581688682.3636578,-4261829016.4244,3007472.742424353,57896709.10606274,188453044.8484918,-130556335.74242911,180231094.6515218,54877801.10606263,8221950.19697
Malta,2022,1,US dollar,-693077558.46875,308171565.1875,6858886833.09375,6649412276.0625,733738617.0625,209474557.03125,148163289.09375,281396959.15625,997244710.4375,-715847751.28125,164820302.0625,133233670.0625,832413191.53125
Malta,2022,2,US dollar,420548337.0000075,273285619.6666716,4277421931.381029,5685414058.666769,1301952750.142881,-1407992127.28574,403130624.0476263,1283023230.809547,123574201.8571451,1159449028.952402,13734015.71428596,879892606.7619206,109829539.6190496
Malta,2022,3,US dollar,-514204433.4848455,-1083258011.181812,5952687901.15148,5783327196.818148,-922083896.5757523,169360704.3333323,-175986505.1212111,-358306792.4545434,-256311752.6666652,-101995039.7878782,90586176.1212116,-182330356.9393929,-346897928.7878768
Malta,2022,4,US dollar,-87825843.62499996,-9317336.1875,5679513409.749997,6139399979.249997,179590889.6249999,-459886569.4999998,1508979844.499999,692860794.9374996,-1013395529.125,1706256324.062499,30319612.06249999,-816119049.5624996,-1043715141.187499
Malta,2023,1,US dollar,-11642116.76923127,429181001.4154029,5772022003.384862,5975410319.846409,1076150061.876969,-203388316.4615471,1054904540.030814,2154413945.877015,291256790.4000124,1863157155.477003,13444767.10769288,1099520135.907739,277812023.2923195
Malta,2023,2,US dollar,670528302.7580864,1123299025.483907,5895926374.629225,6464826489.726018,2095249891.903295,-568900115.0967917,-161549081.5967795,1191352351.790362,-4365602.919354982,1195717954.709717,-28370975.58064609,1352901433.387141,23994485.87096853
Malta,2023,3,US dollar,-484801375.1538634,-420246090.0000149,6951127200.07717,6126939828.230987,337753339.000012,824187371.8461831,1412749585.538512,1649419644.615443,904339980.1538785,745079664.4615649,75319941.53846422,236680943.4615469,829020038.6154141
Malta,2023,4,US dollar,-555290789.6825526,-833323221.666686,5453106069.127111,6580760286.904915,2321642301.428626,-1127654217.777804,1919983755.39687,1650638157.063531,195754786.0317506,1454883371.03178,-2515741.428571487,-269334847.3015936,198281278.4920681
Malta,2024,1,US dollar,11802507.96825395,-491405616.9523802,7546156598.793639,10004379049.58729,3787323828.793645,-2458222450.793647,370568348.1587296,2801331.238095234,33670264.22222217,-30868932.98412694,76200552.82539672,-367767016.9206344,-42519430.73015866
Malta,2024,2,US dollar,96075498.98413049,3141409327.87313,7319676035.682806,10369618215.30196,5089772641.016058,-3049942179.619158,2023022901.841343,1934107573.968324,1460588769.269894,473518804.6984299,38309607.23809663,-88915327.8730191,1422279162.031798
Malta,2024,3,US dollar,9874125.63636404,362190397.0909239,7683354809.273042,10881253500.90954,1060573354.36368,-3197898691.636495,-81068878.00000332,-72688502.18182115,-81497232.72727606,8808730.545454906,-14783729.81818242,8380375.818182161,-66713502.90909364
Malta,2024,4,US dollar,7754678.25,-108170284.625,8359617923.125001,11266351183.25,2982603066.75,-2906733260.125,866077929.1250001,764882582.3750001,821365693.3750001,-56483111.00000001,15658895.75,-101195346.75,805706797.6250001
Malta,2025,1,US dollar,345073225.7936606,-253551105.5555628,5578903054.762063,5066591754.365223,1151429723.809556,512311300.3968399,-616040579.3650969,-681264691.2698606,962239810.3174876,-1643504501.587348,25456135.31746104,-65224111.90476376,936783675.0000266
Iceland,1999,1,US dollar,77790695.20658588,248766097.330337,11658700.04551233,15563798.60444607,95476829.9843655,-3905098.55893374,39956515.68995972,82686217.31307527,169348277.7241954,-86662060.41112015,168499343.254862,42729701.62311556,848934.4693334218
Iceland,1999,2,US dollar,153045988.1156207,5058586.935500799,4366930.276759403,85806111.36974144,159569259.7402209,-81439181.09298202,29307255.67725798,218183771.0947369,316751625.9130206,-98567854.81828368,301752169.7450209,188876515.4174789,14999456.16799969
Iceland,1999,3,US dollar,-49810188.44763704,10011138.64199496,10133891.02316383,3546179.900434181,43467982.08724514,6587711.122729652,-30210724.92100658,39485349.27598829,465708895.0012505,-426223545.7252622,461398922.5068766,69696074.19699487,4309972.494373851
Iceland,1999,4,US dollar,-89470744.30945398,176944560.8155285,98156682.02764976,-38276776.98645441,-123167155.4252199,136433459.0141042,14830330.95936322,97346739.28222317,63957547.82851557,33389191.45370758,42396313.3640553,82516408.32285994,21561234.46446027
Iceland,2000,1,US dollar,4683851.4720022,310054484.6847674,-1785632.525983243,18474428.82651894,4642644.567556432,-20260061.35250218,-35231903.30113092,195128428.1855227,40094318.02573144,155034110.1597913,51041618.97349025,230360331.4866536,-10947300.94775881
Iceland,2000,2,US dollar,27365327.25132494,58639986.96712488,91584395.4643616,-32560101.23801714,-2425111.32542008,124144496.7023787,1802268.525995251,188111777.4007543,628262856.9772708,-440151079.5765166,637963302.2789512,186309508.874759,-9700445.30168032
Iceland,2000,3,US dollar,-91630651.59574471,41950631.64893618,51487699.46808513,-3129155.585106384,-38883809.84042555,54616855.05319151,-959940.1595744684,143392619.6808511,281162732.7127661,-137770113.031915,283007812.5000001,144352559.8404256,-1845079.787234043
Iceland,2000,4,US dollar,130880756.7064661,-78477283.29973637,233268723.8331523,172375562.1026515,128275701.6591719,60893161.73050083,-30714064.19599937,41471545.97612031,240037215.0721041,-198565669.0959838,235257404.2487206,72185610.17211968,4779810.823383468
Iceland,2001,1,US dollar,88027173.86507009,38862504.783286,13438110.59003643,4715534.053202066,93613804.11036617,8722576.536834365,-3089487.827959974,52532907.69121415,117632829.7803708,-65099922.0891566,111802292.6012884,55622395.51917413,5830537.179082358
Iceland,2001,2,US dollar,154414873.9806021,-5990535.959995975,108101486.7268517,-21545793.20065779,224740745.7126557,129647279.9275095,-3775547.873947043,3846024.767594054,59472430.11041382,-55626405.34281977,49112326.74430313,7621572.641541097,10360103.36611069
Iceland,2001,3,US dollar,-65505343.20458278,21848514.28762856,41747345.14756626,41958393.35365651,-52048507.58768552,-211048.2060902483,-381896.7538775922,5748551.137315335,9919265.68624167,-4170714.548926336,-170848.5477873439,6130447.891192927,10090114.23402901
Iceland,2001,4,US dollar,39074828.20056006,-158532705.5230344,168802494.2733525,138317638.0758467,211208322.7284303,30484856.19750582,14793840.67192675,-7578264.189361185,478585517.9434986,-486163782.1328598,408901756.1720553,-22372104.86128793,69683761.77144334
Iceland,2002,1,US dollar,-13856744.79593514,35472873.29945922,14584494.34518936,3668251.106376016,-29857400.42615974,10916243.23881335,-4032125.881003127,59557449.59842668,-18203573.18472388,77761022.78315055,-2330765.448287174,63589575.47942981,-15872807.7364367
Iceland,2002,2,US dollar,295053879.3103449,129536637.9310345,44267241.37931034,9396551.724137932,306357758.6206896,34870689.65517241,10000000,10765086.20689655,369967672.4137931,-359202586.2068966,359148706.8965517,765086.2068965517,10818965.51724138
Iceland,2002,3,US dollar,38438982.98545467,-117944365.1375439,67954010.57139549,-3020949.882325706,21760098.76924263,70974960.45372118,33311470.34993633,134889463.3280604,282730815.232069,-147841351.9040086,263910644.7007985,101577992.9781241,18820170.53127049
Iceland,2002,4,US dollar,59347065.68208312,247846871.3563932,215410027.2055965,81861640.10882235,58087835.21181498,133548387.0967741,19996113.48620287,118367664.2052079,-168142246.4049747,286509910.6101826,-208857364.9436455,98371550.719005,40715118.5386708
Iceland,2003,1,US dollar,89318283.27275047,-28480326.50978892,26273834.57687647,57623876.02831452,114405969.0070786,-31350041.45143805,7984184.682099356,99572731.33091003,272801479.497481,-173228748.166571,316446655.1878069,91588546.64881065,-43645175.69032587
Iceland,2003,2,US dollar,518050699.3416645,195303372.9800341,49475247.71433059,-70068733.77242002,556948018.5866255,119543981.4867506,18919763.19901194,82574790.97544701,963234200.2905316,-880659409.3150845,987831231.4275343,63655027.77643508,-24597031.13700279
Iceland,2003,3,US dollar,198889390.2622453,-484608684.8705847,83412604.52618185,28900955.7260225,158173977.909761,54511648.80015936,24162469.35863507,168489395.9535105,1089851864.499108,-921362468.5455972,1084097080.787508,144326926.5948754,5754783.711599205
Iceland,2003,4,US dollar,1346168199.386912,280994268.959083,224137011.8619219,318899107.0238571,1285739037.718246,-94762095.16193524,11075569.77209116,238891110.2225776,1269238971.078235,-1030347860.855658,1252698920.431827,227815540.4504865,16540050.6464081
Iceland,2004,1,US dollar,252442700.6076847,-496602708.2635535,313651370.8789896,118426718.9817695,390506722.809704,195224651.8972201,9502847.026173506,580391406.2873824,1835154792.095316,-1254763385.807934,1841973300.157903,570888559.2612089,-6818508.06258673
