COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
"Lithuania, Republic of",2011,1,US dollar,-608946651.2812496,-563119017.6874996,103228454.6562499,462859099.2968747,-548248976.5781246,-359630644.64062476,762968539.8281244,835950756.3124994,638112178.0937495,197838578.21874988,602735980.9374995,72982216.48437494,35376197.15624998
"Lithuania, Republic of",2011,2,US dollar,723214950.8571401,268385045.2380944,173996974.90476128,563608594.9999981,700017272.9523785,-389611620.0952368,-79393045.28571403,39977139.714285575,-44769215.85714271,84746355.57142828,-10361245.71428568,119370184.9999996,-34407970.14285703
"Lithuania, Republic of",2011,3,US dollar,307248782.06059957,3136200.72727266,57624156.60605938,446809714.4242329,-156499241.6969664,-389185557.8181736,-316685638.30302364,-239114114.9090858,-35882656.96969621,-203231457.9393896,-83815670.78787701,77571523.39393775,47933013.8181808
"Lithuania, Republic of",2011,4,US dollar,227271917.21875012,-212765772.7812501,480522775.2656251,407533680.4843751,730497617.4218752,72989094.78125001,-916596890.4843752,-986903157.4375005,821902505.2343752,-1808805662.671875,862064033.3750002,-70306266.95312501,-40161528.14062501
"Lithuania, Republic of",2012,1,US dollar,753592186.9230901,-448668522.7692386,225133863.4615424,444198616.0769309,1102205584.2307892,-219064752.6153885,-80314129.92307834,-41526875.07692381,1688418772.461568,-1729945647.538492,1620767193.4615672,38787254.84615453,67651579.0000012
"Lithuania, Republic of",2012,2,US dollar,-411156731.7096658,-749964435.5806242,-204386644.354833,-592144629.1935319,-982029772.8386819,387757984.8386988,58394353.49999836,173888825.3225758,-401148833.9516016,575037659.2741773,-240740557.2096707,115494471.8225774,-160408276.741931
"Lithuania, Republic of",2012,3,US dollar,-208615816.5230744,-111009219.3999987,307422648.4769194,718890653.8461453,-350356048.56922656,-411468005.3692259,68675936.7230761,106508338.7846141,262051271.3846123,-155542932.5999981,272428301.6923044,37832402.06153801,-10377030.307692181
"Lithuania, Republic of",2012,4,US dollar,-468028642.12499994,-215847641.6249999,93725024.24999997,106238118.9375,-81678739.31249997,-12513094.6875,27593642.99999999,31302187.12499999,-28618031.062499993,59920218.18749998,-78813046.12499999,3708544.124999999,50195015.06249999
"Lithuania, Republic of",2013,1,US dollar,292506124.3548467,-19756610.322581183,122039328.8709711,551336208.3871118,883936630.1613145,-429296879.5161407,-67999188.87096961,-46578585.96774321,-499263805.6451749,452685219.6774317,-483587939.0322713,21420602.903226387,-15675866.61290365
"Lithuania, Republic of",2013,2,US dollar,-6126226.888888648,-384241130.4126847,191415200.0634853,151235511.55555022,-802104665.9682254,40179688.507935084,189312166.95237422,176837653.7777715,-430455609.5872863,607293263.3650578,-397407946.41268426,-12474513.17460273,-33047663.174602002
"Lithuania, Republic of",2013,3,US dollar,-54489957.12121268,236763167.27272958,51325169.81818232,219005929.7272749,-103140285.78787981,-167680759.90909252,21306036.6969699,109986290.1212132,-70671421.90909159,180657712.0303048,-96718018.66666761,88680253.42424327,26046596.757576007
"Lithuania, Republic of",2013,4,US dollar,-720870111.0781245,-552489704.1406245,-32922098.64062498,-152919677.6874999,5076454.234374996,119997579.04687491,518492431.54687464,530115198.07812464,-117942499.7187499,648057697.7968745,-126053938.6562499,11622766.53124999,8111438.9374999935
"Lithuania, Republic of",2014,1,US dollar,1092733295.936471,30159291.04761803,199788182.7936441,240192319.3015792,1108086867.809487,-40404136.50793515,-57976511.80952186,62756526.60317249,577546314.6666473,-514789788.06347483,577149121.4602982,120733038.4126944,397193.206349193
"Lithuania, Republic of",2014,2,US dollar,-660719876.612922,-217794879.43549,52909690.887098275,-22362193.79032321,-1179520030.403259,75271884.6774215,94151554.11290589,162115621.9354885,-175511001.04839212,337626622.9838805,-174770621.8548437,67964067.82258256,-740379.1935484067
"Lithuania, Republic of",2014,3,US dollar,-164223515.7727285,-212129221.3181835,-138640225.3181829,-213839192.5454562,-93849583.63636434,75198967.2272733,100026689.0000008,127174139.1818191,33722223.272727534,93451915.90909162,24469820.818182,27147450.18181839,9252402.454545524
"Lithuania, Republic of",2014,4,US dollar,-1530273357.421875,-822358986.3281252,431670041.01562506,353332283.20312506,-355194492.18750006,78337757.81250001,-76675517.57812503,-12610529.296875,1213397876.953125,-1226008406.25,1205961539.0625,64064988.28125002,7436337.890625002
"Lithuania, Republic of",2015,1,US dollar,3079448904.285831,-1502961518.571485,-72320894.285717,233652120.00000882,5927633111.428794,-305973014.28572583,-1371551908.57148,-1233340395.714332,-1264106618.571476,30766222.85714424,-1251426250.000047,138211512.857148,-12680368.57142905
"Lithuania, Republic of",2015,2,US dollar,-1473801466.516082,-290829949.7419262,41978191.35483737,204994606.38709018,-1654281162.8386571,-163016415.03225282,293504705.48386157,251128616.5806371,-96644893.41935176,347773509.9999889,-128178274.12902822,-42376088.903224446,31533380.70967641
"Lithuania, Republic of",2015,3,US dollar,175707399,321655927.5,182032687.5,268674688.5,469638775.5,-86642001.00000001,384830997,305581468.5,-168626188.5,474207657,-134187271.50000001,-79249528.50000001,-34438917
"Lithuania, Republic of",2015,4,US dollar,-1122608727.630801,-468699220.2769364,204947066.33846742,329632690.70770174,509454245.60001457,-124685624.36923431,355798709.3846256,426290336.0923199,1364280222.861577,-937989886.7692577,1392812026.40004,70491626.70769432,-28531803.53846235
"Lithuania, Republic of",2016,1,US dollar,1175213439.870915,1232230752.9676871,457207441.645141,-375582540.5806285,-518831101.2580415,832789982.2257694,254186575.9354726,282265453.74192303,-1021319590.3547931,1303585044.0967162,-1073135478.677372,28078877.80645037,51815888.322578356
"Lithuania, Republic of",2016,2,US dollar,-228704042.4461568,59804305.969231576,98740342.03077053,571347935.2000076,-63417859.20000083,-472607593.169237,1127055960.323092,1114950557.0000148,-29393997.061538853,1144344554.061553,-32228377.8769235,-12105403.32307708,2834380.815384653
"Lithuania, Republic of",2016,3,US dollar,272971073.4848513,470078387.121217,225335689.3939417,465288049.621217,647812191.2878855,-239952360.2272752,687608841.2878859,607781049.2424307,621158262.1212187,-13377212.87878791,634166987.5000066,-79827792.04545538,-13008725.378788011
"Lithuania, Republic of",2016,4,US dollar,377965332.421875,-452455716.796875,131631328.12500001,516480331.64062494,936405847.2656252,-384849003.515625,913381154.2968752,1064152972.2656251,-208732760.15625,1272885732.421875,-220061685.9375,150771817.96875,11328925.78125
"Lithuania, Republic of",2017,1,US dollar,163020408.9230734,507386381.81537366,-304340256.5538396,-67071558.184613936,-507301198.0615275,-237268698.3692256,1015262570.215363,1115843287.569207,-158835757.01538122,1274679044.5845878,-141096240.27692002,100580717.35384399,-17739516.738461148
"Lithuania, Republic of",2017,2,US dollar,485675911.4032299,515609779.7258109,36976483.14516161,361212297.64516443,718578159.3387159,-324235814.5000028,703280585.9838771,796465732.032265,1544614056.580658,-748148324.5483935,1502259175.88711,93185146.04838789,42354880.693548754
"Lithuania, Republic of",2017,3,US dollar,-762026740.3846205,-868399213.000006,585906063.000004,641218339.2307736,-466601159.69231075,-55312276.23076973,709181140.3076972,913797800.3076986,-154366942.923078,1068164743.230777,-167733978.4615396,204616660.0000014,13367035.538461631
"Lithuania, Republic of",2017,4,US dollar,-1357761205.71427,-521852670.14285105,132361701.99999839,448372027.7142804,-650705762.714278,-316010325.714282,707679457.4285631,911367185.9999892,733876289.5714198,177490896.4285693,739610157.9999913,203687728.57142618,-5733868.428571361
"Lithuania, Republic of",2018,1,US dollar,329957990.71428967,-962192066.4285829,426193177.14286226,469227969.2857199,-743232125.7142947,-43034792.14285766,265903634.2857175,370669567.8571473,-1190076102.857157,1560745670.714304,-1257252663.571444,104765933.5714298,67176560.71428652
"Lithuania, Republic of",2018,2,US dollar,-373353540.7142929,738724.0952381,566577551.2381063,134983956.0476217,-844885896.6666831,431593595.19048464,409074425.1904841,578230328.0952493,-142716729.238098,720947057.3333473,-148257159.95238382,169155902.90476522,5540430.714285823
"Lithuania, Republic of",2018,3,US dollar,189669240.9230707,89450386.33845861,-129989133.96922648,514316463.41536784,491930608.79998386,-644305597.3845943,208217520.46153158,266292823.29229897,665993711.0769013,-399700887.7846023,651341151.6922864,58075302.830767326,14652559.384614911
"Lithuania, Republic of",2018,4,US dollar,-661665412.1250001,-327083166.0000001,176930351.625,181313375.625,247857724.375,-4383024.000000035,175241061.125,224572909.375,27884707.375,196688202,125155880.625,49331848.25000001,-97271173.25000001
"Lithuania, Republic of",2019,1,US dollar,185505547.4285667,-937443021.7142618,315381010.2857063,448005039.99998856,-1105253250.285686,-132624029.7142823,-469334827.4285595,-135906409.1428537,175385823.9999955,-311292233.1428492,164277979.4285672,333428418.2857058,11107844.57142829
"Lithuania, Republic of",2019,2,US dollar,-369438849.0000001,-56432214.00000001,1767861025,2221408819,-324389716.00000006,-453547794.0000001,-353695812.0000001,476538696.00000006,1759916466,-1283377770,1762883034,830234508.0000002,-2966568.000000001
"Lithuania, Republic of",2019,3,US dollar,141872733.9090878,-220131241.7272679,166969274.4242387,589818739.5151385,104922887.1515128,-422849465.0908997,-233396714.8484797,-202028819.0606016,-59288770.06060475,-142740048.99999678,-17112793.90909053,31367895.787878092,-42175976.15151422
"Lithuania, Republic of",2019,4,US dollar,171225052.6249999,346413545.62499994,-88834205.49999999,175066711.3125,2137988234.6874988,-263900916.81249988,-966249121.8124998,-898383508.6874998,19462927.875,-917846436.5624998,4981978.124999998,67865613.12499999,14480949.75
"Lithuania, Republic of",2020,1,US dollar,347106636.51562494,-329805886.4062499,314500952.5937499,328570906.15624994,-1028771628.0781251,-14069953.5625,-112372176.140625,-396318394.1562499,-1528971709.15625,1132653315,-1535433302.25,-283946218.0156249,6461593.093749998
"Lithuania, Republic of",2020,2,US dollar,732263354.580641,112289045.4838703,2824584404.451597,2761803868.9677258,4380924893.2257805,62780535.48387061,-15177469.80645153,389823068.8387075,1461420724.774185,-1071597655.9354781,1452477251.999992,405000538.645159,8943472.774193497
"Lithuania, Republic of",2020,3,US dollar,1578017629.0757499,900598865.5454501,-191292220.6818172,490942454.545452,3652553416.28786,-682234675.2272693,-149141304.227272,-22922336.984848373,1388782691.060599,-1411705028.045447,1394136301.6363559,126218967.24242361,-5353610.575757548
"Lithuania, Republic of",2020,4,US dollar,337148892.1846264,-754281626.215409,981278274.4615701,979178773.1692624,2208520282.707764,2099501.2923076167,-520199161.10770905,-352501495.3846268,374045241.6000121,-726546736.9846388,-46749690.70769382,167697665.7230823,420794932.3077059
"Lithuania, Republic of",2021,1,US dollar,-1435539792.666645,32675467.428570896,-298199785.71428114,305669840.9523762,2576759408.952341,-603869626.6666573,-1757282300.857116,-1759619705.238068,-1589965111.999976,-169654593.2380926,-1573687620.666642,-2337404.380952381,-16277491.33333308
"Lithuania, Republic of",2021,2,US dollar,684051436.4444191,462260467.7777607,605056566.8888667,230497165.5555471,1698190731.111049,374559401.3333195,1047480893.555517,1309281780.888841,21608732.44444365,1287673048.444397,30447572.222221103,261800887.33332372,-8838839.777777452
"Lithuania, Republic of",2021,3,US dollar,294428497.56061,171291207.83333558,679978118.0000091,1045912531.651529,381164490.07576275,-365934413.65152,-159326403.2121233,95565193.16666794,677255093.5000091,-581689900.3333411,680638245.1515242,254891596.3787913,-3383151.651515197
"Lithuania, Republic of",2021,4,US dollar,-5370202792.212319,1160335586.212164,283251330.1515256,925546877.6667007,1872454816.4849172,-642295547.5151751,1236482966.409137,1489648133.878843,-108966569.439398,1598614703.3182411,-80469907.56060903,253165167.4697063,-28496661.87878893
"Lithuania, Republic of",2022,1,US dollar,2455860638,1315298314.96875,817405054.59375,2128912076.3750002,-4202513896.21875,-1311507021.78125,-138550454,-28759987.375,-2023428877.75,1994668890.375,-2008891848.25,109790466.625,-14537029.5
"Lithuania, Republic of",2022,2,US dollar,515824078.57143813,1697875677.571459,-1747105203.666698,-2300224055.142899,833580228.1904912,553118851.4762003,2183133586.285754,2521256535.952426,698039333.5714412,1823217202.380985,642666763.2381068,338122949.6666728,55372570.33333433
"Lithuania, Republic of",2022,3,US dollar,4475899615.515126,1166815602.27272,284033378.1515135,1141933605.696963,2818069882.515135,-857900227.5454495,-1061799680.66666,-874756748.090904,-270983168.6969681,-603773579.3939358,-201492817.27272612,187042932.57575652,-69490351.42424202
"Lithuania, Republic of",2022,4,US dollar,2658379907.437498,803566668.9374996,-157404811.9999999,1448708007.124999,2129169499.2499988,-1606112819.124999,148822249.3124999,201368759.7499999,1241981523.937499,-1040612764.1874989,1225877738.062499,52546510.43749997,16103785.874999989
"Lithuania, Republic of",2023,1,US dollar,809068100.1231115,630584256.4923346,1132654565.93851,1183032204.861589,-944170304.9538864,-50377638.92307939,729214982.1538773,1570644947.87699,49004191.04615594,1521640756.8308342,54401412.00000232,841429965.7231128,-5397220.953846384
"Lithuania, Republic of",2023,2,US dollar,3581481846.3710847,666042945.1451831,306365166.467752,436614725.88711107,2944114706.9355803,-130249559.41935909,722175236.0484108,1234943060.2419758,1126684817.27423,108258242.9677453,1124594553.532295,512767824.1935652,2090263.7419355519
"Lithuania, Republic of",2023,3,US dollar,1358458275.076972,153850776.5384671,781825346.9231046,1084748655.1538851,1018343024.6154209,-302923308.23078,-145926944.5384667,9284380.07692341,-191521631.69231448,200806011.7692379,-210939373.84616128,155211324.61539012,19417742.15384684
"Lithuania, Republic of",2023,4,US dollar,-1085219895.4762158,1892557873.412743,185627314.1269885,1126718878.015899,3588500878.2540507,-941091563.8889109,-366921962.46032596,-226836018.8095291,203269757.222227,-430105776.0317561,227685350.3174656,140085943.65079692,-24415593.09523866
"Lithuania, Republic of",2024,1,US dollar,1312065375.238094,1002941730.476189,-306463465.8730154,408646908.82539624,2787031419.3333287,-715110374.6984117,-499494732.3492056,222369239.36507902,1311088166.666665,-1088718927.3015862,1313172878.285712,721863971.7142847,-2084711.619047616
"Lithuania, Republic of",2024,2,US dollar,2101515604.69849,1111656941.904803,-64775322.41270077,780878570.9206632,3418136482.349331,-845653893.333364,-739801799.8095508,-393475628.69842696,-155811783.6825453,-237663845.0158817,-140296285.0793702,346326171.1111237,-15515498.603175169
"Lithuania, Republic of",2024,3,US dollar,2154360675.272815,792291493.6363962,398908085.63638,1381916284.000057,1340464726.5455089,-983008198.3636765,1423214073.0909672,1808601526.1818922,1687212386.545524,121389139.6363686,1693747542.000069,385387453.0909249,-6535155.454545722
"Lithuania, Republic of",2024,4,US dollar,1244625859.125,3895219746.75,128486259.875,1024183641.8749999,2553938125.25,-895697382.0000001,672178928.7500001,849884964.6250001,220570393.75,629314570.8750001,210177415.875,177706035.875,10392977.875
"Lithuania, Republic of",2025,1,US dollar,3765108688.8889956,3467180351.9842253,435963941.2698536,706584022.2222424,3922738887.698524,-270620080.9523886,2068103157.1429162,2470486888.492134,2588948945.238169,-118462056.7460351,2595368226.984201,402383731.3492178,-6419281.746031928
Malta,1999,1,US dollar,1126910791.722757,1293965479.3028631,-26643495.8599581,-32464761.64043677,1076019132.221468,5821265.780478671,68054675.4050241,76178190.35377629,-7883061.049011171,84061251.40278746,358555.4600171966,8123514.948752057,-8241616.509028369
Malta,1999,2,US dollar,447166220.51544815,540127694.6331291,-47369699.136543624,337887545.2936778,576772958.49409,-385257244.4302212,146623598.2993302,146483059.30928272,-10947428.023396362,157430487.3326791,-228796.7692304555,-140538.99004758248,-10718631.254165899
Malta,1999,3,US dollar,-14252059.70683365,49186288.10417009,-8815171.235984964,116663820.1334366,7127983.461022918,-125478991.3694217,214003540.9499143,217874332.46221802,-3142952.0172671448,221017284.47948518,664951.0210858381,3870791.5123036313,-3807903.038352983
Malta,1999,4,US dollar,45275169.795752496,-75461931.1402285,-48495261.72278884,244946214.3007784,-60331572.88895397,-293441476.0235672,30256984.28174701,30166088.60879641,-11598110.26738232,41764198.876178734,321551.361646343,-90895.67295049346,-11919661.62902867
Malta,2000,1,US dollar,-459048629.025638,-471682603.3547607,47591251.114268705,74823786.94845937,-476378917.5385433,-27232535.83419066,3805627.331026999,10575183.86823846,67700559.91207872,-57125376.043840386,1083592.5311706648,6769556.537211457,66616967.38090805
Malta,2000,2,US dollar,1907472.5759171,90008430.76596865,135379099.60338292,195463907.9351899,-25102095.82846067,-60084808.33180699,160310571.9283345,158423920.0098544,6544539.805130439,151879380.20472398,741760.5833340378,-1886651.918480053,5802779.221796401
Malta,2000,3,US dollar,1169201769.559163,1042175143.5707849,-43318454.564256325,17264702.3743782,1230510954.455777,-60583156.938634515,-118639857.2425996,-129392029.8527284,-3373539.1069823224,-126018490.7457461,-89901.10878034169,-10752172.61012887,-3283637.99820198
Malta,2000,4,US dollar,-447413347.0456411,-87211487.7927353,23472156.66552503,455632927.4400748,-506873728.2623205,-432160770.7745494,739092788.2822967,742142521.7227407,-210326.4441685534,742352848.1669092,1148031.841086687,3049733.440444025,-1358358.285255241
Malta,2001,1,US dollar,-1124116482.298806,-728636109.3161545,31270587.02972531,-357881392.0941828,-1135412176.426564,389151979.1239074,-110331566.6399044,-137805162.01563922,-159024406.9597361,21219244.94409688,-688368.3338187895,-27473595.37573478,-158336038.6259173
Malta,2001,2,US dollar,-88293023.54890874,-882751257.3843164,64964727.64593423,313051418.0175095,-53657854.12862445,-248086690.371576,-587514829.6530697,-614982714.1593425,-40856236.23926352,-574126477.9200791,11787261.4750999,-27467884.50627289,-52643497.71436342
Malta,2001,3,US dollar,-697511272.6669555,-272234112.19642293,74836726.1267293,24720818.320748102,-698980826.9946873,50115907.805981204,310458812.2670362,317873019.45396596,2471402.3956432836,315401617.0583228,5959268.679817274,7414207.186929853,-3487866.28417399
Malta,2001,4,US dollar,805122861.044333,1156812816.501827,15186499.82352699,436998322.0436576,792849086.6516984,-421811822.2201298,716783873.1650646,717639831.419813,-17832834.18529132,735472665.6051043,-19780417.12336827,855958.2547484303,1947582.938076948
Malta,2002,1,US dollar,-20623263.251088757,133536965.48413399,34593505.93237401,-337377145.06105036,-47806544.69788995,371970650.9934233,-192283813.517934,-207414866.8217359,-4858072.170562872,-202556794.651173,-4781342.691334668,-15131053.30380187,-76729.47922820419
Malta,2002,2,US dollar,-180722646.0630323,107879416.7054825,-17122048.291022718,41520921.69499842,-186196330.2735586,-58642969.98602123,277932519.8925028,264144401.5279218,1863564.490625706,262280837.03729612,-8190648.294556133,-13788118.36458098,10054212.785181839
Malta,2002,3,US dollar,347469343.2458881,456277681.46425253,-152516808.305784,-3274749.548418239,341444529.2519039,-149242058.75736582,274773417.0103414,261229013.02110603,2341301.250593638,258887711.77051228,-244578.1225265159,-13544403.989235409,2585879.3731201543
Malta,2002,4,US dollar,488983594.9550446,899627770.7587802,38135388.73427672,-198665534.9923192,484464294.5931628,236800923.7265959,73175512.71622437,67281664.70657419,2921592.279855247,64360072.42671894,2501809.408926417,-5893848.009650181,419782.8709288299
Malta,2003,1,US dollar,-302708558.1586095,-146571957.35234421,73954852.21511286,101260512.5586535,-313013653.7000102,-27305660.343540642,152126343.5659824,150742904.07553658,2112101.910828025,148630802.16470852,1747770.7006369429,-1383439.49044586,364331.2101910828
Malta,2003,2,US dollar,-197857662.0076552,177909677.88924938,-24189320.19082261,-8595454.048633497,-169192825.3831975,-15593866.14218911,344713648.0777582,355249378.17604923,-4664836.624457633,359914214.8005068,1593907.730452494,10535730.098290991,-6258744.354910127
Malta,2003,3,US dollar,584486710.5411099,1225213955.1851711,68664792.69149679,123892457.3746375,578289460.0140543,-55227664.68314068,762417164.4413205,777319659.1707653,4917427.969079405,772402231.2016859,355762.4736472239,14902494.72944482,4561665.495432182
Malta,2003,4,US dollar,8835839.825015279,21456808.005127657,361208817.41735977,694917075.4512072,-27404775.92942252,-333708258.0338474,300209195.82917833,287721942.68568724,-22519679.1789941,310241621.8646813,-10384878.8831361,-12487253.14349114,-12134800.295858
Malta,2004,1,US dollar,212454624.69750008,781858578.2625002,1359832521.015,1791050632.155001,1271554821.3825,-431218111.1400001,568471408.7700001,985850940.0675004,104157205.3725,881693734.6950003,3804287.872500001,417379531.2975001,100352917.5
Malta,2004,2,US dollar,409289518.1264953,257921134.962373,1242873271.297422,1897657188.913275,1479650164.0718591,-654783917.6158528,74049899.99460089,466323728.7139539,100686311.1474572,365637417.56649673,-2820228.1009522937,392273828.719353,103506539.2484095
Malta,2004,3,US dollar,285221135.8181867,1361086270.235174,1301931547.806083,1741562216.596393,1323731567.166083,-439630668.7903106,1106009864.6036549,1502013610.9406319,98410472.0412138,1403603138.8994179,-1616689.9636363909,396003746.3369765,100027162.0048502
Malta,2004,4,US dollar,371870879.06303376,593853759.0357633,1409586064.66971,2038770166.848504,1545999745.8339539,-629184102.1787938,376462974.9897005,834294692.3194017,106262114.5278798,728032577.791522,-2460528.749696993,457831717.3297013,108722643.27757679
Malta,2005,1,US dollar,-22502114.90451533,102365989.28838341,2901490767.826345,5795302975.132047,-724140171.3361025,-2893812207.3057003,164205302.7328972,3902031974.062438,496568418.9354657,3405463555.126972,5174508.200644972,3737826671.3295403,491393910.73482066
Malta,2005,2,US dollar,706239133.3758637,546880497.1677059,2719953725.003144,5528605437.031523,33832617.90415469,-2808651712.028377,-58148422.77938606,3535506618.9594717,456911049.41385746,3078595569.545615,-2622513.689846219,3593655041.738858,459533563.10370374
Malta,2005,3,US dollar,3154226578.170878,3790558587.050265,2678081203.733913,5266049633.34722,2485765748.312096,-2587968429.613307,656235877.3999934,4153455625.5629888,447267277.51151073,3706188348.051478,4569458.884242379,3497219748.162995,442697818.6272683
Malta,2005,4,US dollar,-965398906.9401563,599054329.4821872,2670859734.539999,5211462401.878592,-1629801206.063437,-2540602667.338593,1711882287.899062,5127868263.088593,444914207.2917186,4682954055.796873,-6496328.810156247,3415985975.18953,451410536.1018748
Malta,2006,1,US dollar,1432007980.273185,1673817390.521794,3527600204.756812,5770928837.68351,1741195330.578407,-2243328632.9266987,423887999.1458328,1982942702.06763,248875697.0806075,1734067004.9870222,339049.0338461432,1559054702.9217968,248536648.0467614
Malta,2006,2,US dollar,2267729579.122265,3519661903.695011,3731476887.468882,6853654117.956795,2597113707.6382337,-3122177230.487913,1591440154.854682,3690596302.933076,255520199.2514524,3435076103.681623,-15934899.5941936,2099156148.078394,271455098.84564596
Malta,2006,3,US dollar,457100118.3939916,-139209547.9239975,3779212075.887469,6119814413.678503,817146597.384139,-2340602337.791034,-4667749.629230685,1224684211.251978,287854372.5555332,936829838.6964444,10985841.203538261,1229351960.881208,276868531.3519949
Malta,2006,4,US dollar,-247106620.9315969,148258405.4023867,3822085466.620465,6290995304.850561,43970742.84254139,-2468909838.230096,404630089.3363649,2081892840.4965892,275907893.0719154,1805984947.424673,-4817652.344127171,1677262751.160224,280725545.4160426
Malta,2007,1,US dollar,2744894201.847655,2738162246.121092,3517446605.0117173,8486386532.47656,5032561273.332028,-4968939927.464841,127282140.3710937,4610634906.253903,617944021.7617185,3992690884.492186,6182427.042968747,4483352765.88281,611761594.7187498
Malta,2007,2,US dollar,3588423579.26511,3922231082.2412343,3565890923.685432,8777800163.411486,6016763013.743139,-5211909239.726054,531254415.4428956,5121443604.937991,622643120.805475,4498800484.132517,-2505515.7919354476,4590189189.495095,625148636.5974102
Malta,2007,3,US dollar,2804339495.792708,1113551210.674776,3668691987.1577654,9114050434.555183,5179274240.3015785,-5445358447.397419,-1154465658.621667,3570061214.724845,640340980.163986,2929720234.5608587,5120536.308922964,4724526873.346511,635220443.8550628
Malta,2007,4,US dollar,936024022.1996868,1403484258.5837488,3887438873.922029,9213240281.59015,3459260680.450311,-5325801407.668122,-204011784.0578124,4698746165.3907795,684186596.0729685,4014559569.31781,-8348471.684218746,4902757949.448591,692535067.7571872
Malta,2008,1,US dollar,2974457907.7210627,1517278736.987146,4155816154.1023927,3768009851.895606,3047474301.796873,387806302.2067867,19970539.01612968,572947201.4764701,-516666523.449049,1089613724.925519,21966993.87645232,552976662.4603405,-538633517.3255013
Malta,2008,2,US dollar,2673296616.648749,4791195913.961247,4273390582.6762466,3850939890.408748,3540630747.798748,422450692.2674997,2329772649.191249,2891430691.342498,-455917970.6549997,3347348661.997498,80452381.53749995,561658042.1512496,-536370352.1924997
Malta,2008,3,US dollar,2866466888.372676,3202825772.211307,4240197754.0135612,3854185310.859022,3312945726.627214,386012443.1545386,736430948.3068051,2006666819.074964,-385747107.6477204,2392413926.7226853,137748710.1363612,1270235870.768159,-523495817.78408164
Malta,2008,4,US dollar,-395361613.8267188,-3785843803.854375,3493192395.810938,3364635051.1645317,-692222295.5704689,128557344.646406,-2944788796.800001,-3016517783.4084377,-463758818.8851564,-2552758964.523282,1025366.3156249999,-71728986.60843752,-464784185.2007814
Malta,2009,1,US dollar,-1824727922.7787051,-1240166418.4120471,-1432227050.9663298,399785033.5612645,-1388799980.578712,-1832012084.527595,-357263190.5222175,2743054489.5539317,1473890699.9142659,1269163789.639666,1081374.063492049,3100317680.076149,1472809325.850774
Malta,2009,2,US dollar,-1242342712.158852,-593166211.7061206,-1509163182.594656,106176996.4514501,-30550285.853709098,-1615340179.0461059,569036953.6316048,2050025479.336906,-123326864.6512886,2173352343.988195,-6614464.25709668,1480988525.705301,-116712400.3941919
Malta,2009,3,US dollar,-558373587.8604362,-389625685.4658966,-1524442041.539951,458386861.336349,610662375.3722533,-1982828902.8762999,1437587656.199954,2037218092.613117,-42214580.476362295,2079432673.089479,-34841789.63590798,599630436.4131627,-7372790.840454311
Malta,2009,4,US dollar,-1531257360.9198701,-1108259706.702941,-1635538807.512949,480522154.6569308,-880899594.4929372,-2116060962.16988,1446038128.5443308,3785736707.6963677,367248163.4123136,3418488544.284055,3345915.3318462074,2339698579.1520376,363902248.0804674
Malta,2010,1,US dollar,1352815583.227902,2678337957.13009,906171030.7250559,1956914022.9485211,1597812106.422816,-1050742992.2234651,1202948328.94981,1789176140.860906,126369020.91174279,1662807119.949164,53934654.14095099,586227811.911096,72434366.77079178
Malta,2010,2,US dollar,-1201482930.339372,-677103803.0869879,828021217.1428617,2682808313.105094,-1297759966.394452,-1854787095.9622319,1758249174.769216,2166889336.33652,-79609106.1950798,2246498442.5316,-85677068.30984174,408640161.5673038,6067962.114761938
Malta,2010,3,US dollar,-939206629.3424292,-816530904.1948527,777918627.1048524,2601096960.086983,-1052825196.725763,-1823178332.982131,1095722433.5642478,900103628.1787925,-396786885.3978808,1296890513.5766728,8768352.251818227,-195618805.3854556,-405555237.6496991
Malta,2010,4,US dollar,123507056.06454569,528423416.1406072,817425447.7581834,2004178823.781216,200779290.7790913,-1186753376.0230331,813013516.1284865,1303763556.4730332,90958839.3160608,1212804717.156972,807627.1618181834,490750040.3445464,90151212.1542426
Malta,2011,1,US dollar,-1203539677.324217,-1076550620.6414049,-1138347337.757343,1712382634.5657802,-642500413.4084371,-2850729972.323123,469768812.0515622,3732516296.565935,141480438.4196874,3591035858.146248,11500000.05390624,3262747484.514373,129980438.3657812
Malta,2011,2,US dollar,3653706798.719988,3393520952.590465,-1244952744.582377,1717123633.966185,9209011584.32092,-2962076378.548561,-66081578.76047596,2796516191.872848,-14824927.93047614,2811341119.803324,-2494613.811904753,2862597770.633324,-12330314.118571391
