COUNTRY,YEAR,QUARTER,UNIT,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options,"Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities"
Hungary,2022,2,US dollar,-429059022.7426486,-1550330830.584264,-1133973304.055643,-3342776198.0395,-232421206.4834975
Hungary,2022,3,US dollar,-1589923369.186467,-105131951.1576445,-1614403222.507885,-6955863154.449873,-3652572449.06537
Hungary,2022,4,US dollar,-2265435823.582102,98339113.52488904,-1914208446.537841,-6045246790.764135,-1970496484.091155
Hungary,2023,1,US dollar,-507278603.7194682,511809149.4868132,-4009652532.737559,-155810991.3596159,3845564970.013753
Hungary,2023,2,US dollar,-991449598.5189904,786717196.1540962,-491048556.2086461,-478119770.6919534,214381396.6748101
Hungary,2023,3,US dollar,4332036361.06395,434122634.4082231,-2104551768.171532,600342940.9184874,-2062753324.201966
Hungary,2023,4,US dollar,2118203404.613733,1047949017.516121,-2431504196.903847,-3539262104.878932,-4274950022.656753
Hungary,2024,1,US dollar,26240917068.14639,-331871111.1756909,-4104148059.191539,-2700740319.756372,-24504740839.4146
Hungary,2024,2,US dollar,-10787842712.40212,277954363.4854503,2087092029.506827,1609715181.584144,10031819540.17158
Hungary,2024,3,US dollar,2743790335.785868,89182460.82218646,503388008.2769762,1281421508.856428,-2053038676.479077
Hungary,2024,4,US dollar,-3265000906.399613,831561164.4659795,2889084670.559735,1361116171.997238,908539682.1957492
Hungary,2025,1,US dollar,-9009009020.880447,1000772959.291815,1228291231.343281,1078953483.967289,7860771297.057358
Slovak Republic,1999,1,US dollar,89841039.71418215,0,-269683632.7862062,-225632993.3205613,-25806451.61290323
Slovak Republic,1999,2,US dollar,-87403501.1416767,0,-392888208.8879917,-548200500.1630971,-59120210.00636858
Slovak Republic,1999,3,US dollar,170981230.5467351,0,-40908447.82595029,45332002.38941117,-64841858.71034683
Slovak Republic,2000,1,US dollar,-23673204.04774584,-5310316.739246213,-317996334.4716311,-373933237.256806,-12434600.08145618
Slovak Republic,2000,2,US dollar,190131370.2783045,-685987.4161878283,-459246446.5114224,-378448193.1976606,-108647129.5483548
Slovak Republic,2000,3,US dollar,722844032.1565692,4030176.832846651,-35181322.60504977,-279098230.2574367,-957209420.7151096
Slovak Republic,2000,4,US dollar,621345318.1898178,1360479.755249016,-8698948.166398186,-440917274.708614,-952681025.0301208
Slovak Republic,2001,1,US dollar,-335466521.9322048,0,55652750.07224971,-325466451.4446423,-45652679.58468725
Slovak Republic,2001,2,US dollar,381345020.9526894,-2571006.336417191,26625098.69020386,-198265076.8265279,-603664190.133004
Slovak Republic,2001,3,US dollar,-46931894.80782195,-825684.2858518992,64624244.84291352,-112472649.208031,-129339314.9572707
Slovak Republic,2001,4,US dollar,-424043240.55666,-8138667.992047714,123142395.6262425,-1038436050.36448,-729396537.4420146
Slovak Republic,2002,1,US dollar,79191547.36616322,0,-111939276.1013819,-99644347.26652522,-66896618.53130648
Slovak Republic,2002,2,US dollar,158527007.704292,42683.05696053951,-128956185.84203,-169677956.3352328,-199291461.254455
Slovak Republic,2002,3,US dollar,-20624003.71199162,6802822.909572602,-207306486.255903,-3451498641.680577,-3230370974.622255
Slovak Republic,2002,4,US dollar,-790138651.5023248,-9895691.89974922,-104848809.1625003,-1509263134.354585,-604379981.7900105
Slovak Republic,2003,1,US dollar,58594812.90697968,11803160.85806942,-23614022.77802971,-302484875.9701196,-349268826.957139
Slovak Republic,2003,2,US dollar,-792179842.5139031,4402452.231053024,509998898.6986284,-459732750.8672744,-181954259.2830526
Slovak Republic,2003,3,US dollar,592129159.7431171,-8183410.427987598,-45850810.61660749,606852292.630349,68757353.9318273
Slovak Republic,2003,4,US dollar,-1541105166.60103,-24694796.89946305,133328850.9379411,-1505691041.292466,-73219928.7299132
Slovak Republic,2004,1,US dollar,2551306089.150001,-4517755.875000002,-1015141619.7,409339925.4000001,-1122309287.625
Slovak Republic,2004,2,US dollar,397011069.890464,43744132.60634786,-854856045.1825134,-1693343877.723757,-1279241830.430119
Slovak Republic,2004,3,US dollar,-2547643099.272771,-16249994.81212149,1449167645.333358,-1741553907.078818,-626829680.3151622
Slovak Republic,2004,4,US dollar,-929751814.1878875,-46177899.6666671,230918047.2666688,-1776009677.484865,-1030996713.218191
Slovak Republic,2005,1,US dollar,-4162927973.645009,-10079938.30322544,2138033985.309599,-2314104425.774108,-279130499.1354736
Slovak Republic,2005,2,US dollar,-806333544.3030969,63598223.84615542,1055240620.616949,-1145273036.909259,-1457778337.069267
Slovak Republic,2005,3,US dollar,32052209.92727241,21213209.95757555,-413372742.5696928,-834301677.1272644,-474193134.5212074
Slovak Republic,2005,4,US dollar,-2377091859.712499,-30124474.34531249,1369509062.737499,-1735854947.423437,-698146487.7140622
Slovak Republic,2006,1,US dollar,1423127059.729186,4003664.123076797,-443426841.9076783,373826808.1476805,-609879478.3999808
Slovak Republic,2006,2,US dollar,268655129.4774202,59668425.55161309,91145904.40161318,-1509109630.577424,-1928581606.495167
Slovak Republic,2006,3,US dollar,5078255462.921445,108451588.2323057,-4415315231.659919,-895826914.0322913,-1667216184.932277
Slovak Republic,2006,4,US dollar,-1857877419.008008,31008546.62539803,537068233.7428778,-2286508525.50485,-996707886.865118
Slovak Republic,2007,1,US dollar,-2071162206.367187,-138936525.8203124,2512968589.414061,449063097.3828124,146194550.7421874
Slovak Republic,2007,2,US dollar,416949643.8516069,129517033.9774175,-813402186.7612786,-1449613110.354817,-1182678949.561273
Slovak Republic,2007,3,US dollar,-1224731665.841512,-105280655.4415361,631163251.3707553,-1659863224.273809,-961014154.3615172
Slovak Republic,2007,4,US dollar,-2181158643.026561,54366251.20312497,134304776.1203124,-3409689610.828124,-1417200546.517187
Slovak Republic,2008,1,US dollar,-1515145869.941794,404077311.9742066,543891957.1832724,-554298710.6456054,12877890.13871009
Slovak Republic,2008,2,US dollar,-407326066.3358248,244578426.7874999,-488186916.4512747,-1234014748.249828,-583080193.4999996
Slovak Republic,2008,3,US dollar,372297110.8399934,-137530481.8409066,-2802435472.192473,-3713684954.486389,-1146016110.931798
Slovak Republic,2008,4,US dollar,-1577771931.227386,-290755930.1062501,2335332517.679841,-1934014130.103723,-2400821422.748438
Slovak Republic,2009,1,US dollar,-866019070.1777662,-227234473.6888859,1024439067.619034,-479980255.2539617,-411165779.0063437
Slovak Republic,2009,2,US dollar,-2134983898.246744,-54136313.22741858,773336954.9999889,-930453996.1112772,485329260.3628963
Slovak Republic,2009,3,US dollar,-1844759602.677214,-103794340.2545421,1133659382.727237,-1027274497.675082,320166520.9772625
Slovak Republic,2009,4,US dollar,-762012671.0307814,30024413.60769279,-551716150.6153935,-705407451.1846267,578296956.8538554
Slovak Republic,2010,1,US dollar,-322299140.7745949,92730891.6825373,251046417.6679554,-776593852.8590024,-798072021.4349
Slovak Republic,2010,2,US dollar,-1238856219.480959,97471668.876191,683799990.0838593,-461376480.8891628,-3791920.368253989
Slovak Republic,2010,3,US dollar,-1025386090.966672,5454641.439393968,-848781934.3187162,-1533666712.382159,335046670.3969714
Slovak Republic,2010,4,US dollar,1585391406.078791,184465249.2757579,-1765262870.428203,-404677322.2669008,-409271108.551516
Slovak Republic,2011,1,US dollar,-941997268.4374994,305198359.8437498,-193160055.6249999,-1695961704.256249,-866002740.0374994
Slovak Republic,2011,2,US dollar,-1802235079.542851,290841606.2619038,60872318.57142836,-1529068031.595233,-78546876.88571402
Slovak Republic,2011,3,US dollar,196482975.5636322,-193596823.2727232,-149887791.5151483,-626506952.581805,-479505313.3575656
Slovak Republic,2011,4,US dollar,-102037783.8328125,74287367.74531253,455616794.35310483,-881700077.614083,-1309566455.879688
Slovak Republic,2012,1,US dollar,4596174346.838543,48686590.72307778,-3688000726.923142,-193518704.3300919,-1150378914.96857
Slovak Republic,2012,2,US dollar,4617747820.669225,-18371732.41451561,-3522754382.419256,936215840.1676432,-140405865.0271001
Slovak Republic,2012,3,US dollar,2293292441.884588,-37874910.37846109,-2356586075.538433,-172538097.7723794,-71369554.3651953
Slovak Republic,2012,4,US dollar,2495301694.668749,47031082.31249999,-1036706653.125,-141000541.1145375,-1646626664.32244
Slovak Republic,2013,1,US dollar,3860464107.725912,161992318.9838754,-3895063267.742042,575725585.3548543,448332426.387109
Slovak Republic,2013,2,US dollar,2167780406.298336,108217381.4634882,-3140834233.333222,-19675768.7904755,845160676.7809223
Slovak Republic,2013,3,US dollar,-809765784.9000078,67497365.35454611,135489973.5757589,-1451397940.745469,-844619494.7757658
Slovak Republic,2013,4,US dollar,1912243148.942186,87025124.15781245,-1748750020.062499,74468725.56093746,-176049527.4765624
Slovak Republic,2014,1,US dollar,637022573.2380738,164800939.8412643,-2372750036.825317,-1015877780.139648,555048743.6063306
Slovak Republic,2014,2,US dollar,-480961292.7096911,171127682.0080694,684850754.0322775,1152718303.596807,777701160.2661511
Slovak Republic,2014,3,US dollar,510936751.590913,142665948.2772738,-189289838.1818196,498158361.9545493,33845500.26818207
Slovak Republic,2014,4,US dollar,-357945312.3046876,5045461.523437501,-522543339.8437502,-1599912474.609375,-724469283.9843752
Slovak Republic,2015,1,US dollar,-91091443.42857485,133915277.8571479,-140317400.0000053,-395601598.1428714,-298108032.5714398
Slovak Republic,2015,2,US dollar,472619392.1612752,5135088.916128868,-402539686.4516,721003620.9290084,645788826.3032051
Slovak Republic,2015,3,US dollar,-1623720456,7533652.050000001,799054020.0000001,-874919685.9,-57786901.95
Slovak Republic,2015,4,US dollar,-1789422715.187743,125613318.7107728,1781129324.923128,-274659955.5292386,-391979883.9753958
Slovak Republic,2016,1,US dollar,-124044062.8935429,168927289.5096699,517387485.483848,448373835.5032059,-113896876.5967691
Slovak Republic,2016,2,US dollar,-1013928030.256936,111144992.7307707,1136010796.923092,788674931.1461642,555447171.749238
Slovak Republic,2016,3,US dollar,-1651538642.42426,96466677.61363736,1686891109.848502,-620854539.0909156,-752672567.5000077
Slovak Republic,2016,4,US dollar,-2970575971.171875,-34436697.5390625,1052942730.46875,-2336401048.007813,-384331109.765625
Slovak Republic,2017,1,US dollar,425383176.3784523,71484076.63384461,164404644.9230734,-139242428.8338432,-800514326.7692134
Slovak Republic,2017,2,US dollar,-1563942121.704852,-63401167.49354893,1238353992.903236,-309995184.4338736,78994111.861291
Slovak Republic,2017,3,US dollar,-216767976.5769246,59530292.45384656,-731898053.0769281,-1631313956.800011,-742178219.6000051
Slovak Republic,2017,4,US dollar,-598990272.599993,19040681.77142835,315774848.5714249,-1524523763.514268,-1260349021.257128
Slovak Republic,2018,1,US dollar,-2305883078.571456,29325365.21428607,641772778.5714363,-1737544790.642879,-102759855.8571441
Slovak Republic,2018,2,US dollar,-1067607636.909545,99333369.50952575,-303591773.3333392,-271677700.9285767,1000187148.314305
Slovak Republic,2018,3,US dollar,-2567779629.04607,-43097131.01538321,1618875231.692255,-2131206622.181469,-1139205093.81227
Slovak Republic,2018,4,US dollar,-1451881265.65,-38088935.12500001,2446617693.75,-96001922.5500001,-1052649415.525
Slovak Republic,2019,1,US dollar,841678182.1714071,22181615.99999943,-461918239.9999882,96254357.0285689,-305686065.3714208
Slovak Republic,2019,2,US dollar,-262324393.9000001,-9506502.000000002,-549376930.0000001,-747781896.8000001,73427052.80000003
Slovak Republic,2019,3,US dollar,-1403785056.7939081,92202265.81817979,755120100.3030136,-1474157668.939361,-917694978.2666464
Slovak Republic,2019,4,US dollar,-373829924.7999999,513697.2999999999,611786913.7499999,-1062298338.743751,-1300769024.99375
Slovak Republic,2020,1,US dollar,-1347141817.901562,40888872.88437499,1617383063.125,328150792.3390624,17020674.23125
Slovak Republic,2020,2,US dollar,967696971.1225752,-11800537.84516122,-2472341543.870954,-727628609.0838675,788815400.0967697
Slovak Republic,2020,3,US dollar,-2771797977.190895,39048627.70606041,1510349394.090901,740475646.1742389,1962875601.568172
Slovak Republic,2020,4,US dollar,-2550929857.107775,-10487963.27384649,2594434864.000084,30899648.8492316,-2117394.769230838
Slovak Republic,2021,1,US dollar,-2477048629.6952,53513306.99999918,2739100577.142815,709220297.6285605,393655043.1809463
Slovak Republic,2021,2,US dollar,-9869836.777777415,17885084.79999934,241048304.4444356,-518140505.1777587,-767204057.6444161
Slovak Republic,2021,3,US dollar,-4642163836.862183,43820654.87575816,1649492719.848507,-3618238434.132049,-666374783.4848574
Slovak Republic,2021,4,US dollar,-1060246207.228827,-231290663.2530388,1236723106.818227,-527362060.6727467,-472548297.0091083
Slovak Republic,2022,1,US dollar,-3457860168.503125,-375194449.9625,1587071222.1875,-3040244737.1625,-794261340.884375
Slovak Republic,2022,2,US dollar,-2619247141.095285,-102662299.790478,1659793061.904792,-1800666800.300032,-738550421.3190609
Slovak Republic,2022,3,US dollar,-1196778722.06666,-199725601.4090897,379422756.3636342,-1988323266.554534,-971241699.4424186
Slovak Republic,2022,4,US dollar,-419290333.6249998,-382155697.3499998,-1751720434.374999,-2830155664.474998,-276989199.1249999
Slovak Republic,2023,1,US dollar,2348135549.898562,-202851813.384624,-3004739132.615513,47710145.6246175,907165541.7261926
Slovak Republic,2023,2,US dollar,1335918040.483915,137400003.3032303,-2877923021.774288,-1946487345.540387,-541882367.5532435
Slovak Republic,2023,3,US dollar,121304289.6615428,216765784.9307769,148354162.3076976,1415524015.176974,929099778.276956
Slovak Republic,2023,4,US dollar,1103805204.055581,-139704282.0238128,-2552294936.507996,-2970510071.42864,-1382316056.952413
Slovak Republic,2024,1,US dollar,2515747462.031742,71995298.6063491,-4124264258.434914,-1442555293.142854,93966204.65396813
Slovak Republic,2024,2,US dollar,950976241.8667012,132927230.7809572,-737541769.8603443,490346821.885732,143986195.8158782
Slovak Republic,2024,3,US dollar,-778323834.490941,-94610379.10909478,-214287198.181827,-1974057383.80008,-886835972.018218
Slovak Republic,2024,4,US dollar,-2884722150.6625,-35685405.73750001,975534251.3000002,-2568758533.0625,-623885227.9625001
Slovak Republic,2025,1,US dollar,-1292288759.801624,206014745.7142916,-1551432006.865123,-1716357035.357191,921348985.5952642
Slovak Republic,1999,4,US dollar,-527864085.4687119,NA,51090850.67073656,-1060335769.94136,-580632179.2915089
Russian Federation,2022,1,US dollar,74083900748.1699,-2836004684.588,7442054680.23293,NA,263328788.496816
Russian Federation,2022,2,US dollar,62870647925.1961,-65153942.1989983,188182593.415531,NA,10838274168.4272
Russian Federation,2022,3,US dollar,32307092671.181,-407270204.652,989692660.221159,NA,9788772806.00405
Russian Federation,2022,4,US dollar,20613178041.7442,-160675121.185,12591544489.0329,NA,5824149825.41875
Russian Federation,2023,1,US dollar,6579500000,-772360000,2677430000,NA,8848550000
Russian Federation,2023,2,US dollar,2545750000,-86510000,-108710000,NA,3821400000
Russian Federation,2023,3,US dollar,7249490000,-176140000,3613610000,NA,3659900000
Russian Federation,2023,4,US dollar,7626520000,51550000.0000001,-1248530000,NA,4420960000
Russian Federation,2024,1,US dollar,23872640000,483820000,-424010000,NA,5520800000
Russian Federation,2024,2,US dollar,9526480000,113530000,541690000,NA,875520000
Russian Federation,2024,3,US dollar,8587220000,546650000,-88570000.0000006,NA,145290000
Russian Federation,2024,4,US dollar,4878730000,900890000,-53929999.9999998,NA,1547560000
Russian Federation,2025,1,US dollar,19565520000,801060000,-750640000,NA,-4136110000
Georgia,2000,1,US dollar,-1687621.16,0,-2501885,-95939664.91,-32230217
Georgia,2000,2,US dollar,12993741.57,0,-244000,-26969728.4,-29345800
Georgia,2000,3,US dollar,-14594794.05,0,0,-63966544.01,-27869401
Georgia,2000,4,US dollar,-4934859.91,0,-2000,-51811341.4,-38622477.34
Georgia,2001,1,US dollar,-33639474.06,0,1281000,15941596.33,-19222834.7
Georgia,2001,2,US dollar,-17554256.53,0,-1234000,23206746.44,-29636272
Georgia,2001,3,US dollar,-9231475.51,0,165500,-22586872.68,-28743128.79
Georgia,2001,4,US dollar,-54534672.12,0,-204395,1208951.1,-28177200
Georgia,2002,1,US dollar,-18101595.1,0,-1000,-8819359.14,-23379358.65
Georgia,2002,2,US dollar,6661166.70999999,0,0,24370329.22,-43677234.22
Georgia,2002,3,US dollar,-29316858.28,0,0,8260695.57,-35281667.73
Georgia,2002,4,US dollar,-16066922.82,0,0,-28044209.02,-53781199.86
Georgia,2003,1,US dollar,-27219105.42,0,500000,-503724331.17,-55354585.33
Georgia,2003,2,US dollar,-21249772.46,0,0,-91740074.56,-79464911.36
Georgia,2003,3,US dollar,39158231.81,0,-569136.24,-64356690.83,-82447984.98
Georgia,2003,4,US dollar,-1932388.85,0,-540460.2,-83516270.22,-113537859.95
Georgia,2004,1,US dollar,-3069891.17,0,107357.99,-126757036.18,-116421296.48
Georgia,2004,2,US dollar,4490463.28400001,0,-83556.95,-190088653.526,-114915942.57
Georgia,2004,3,US dollar,-36675689.33,0,229724.93,-219218533.72,-130463746.28
Georgia,2004,4,US dollar,26807299.32,0,13373157.16,-104569729.3,-120957954.68
Georgia,2005,1,US dollar,-30388733.1,0,-5719480.76,-106070462.89,-86004325.18
Georgia,2005,2,US dollar,9520541.59,0,-2784033.47,-209278742.58,-196891087.6
Georgia,2005,3,US dollar,-47627252.09,0,-6978906.14,-119883024.49,-79588320.6
Georgia,2005,4,US dollar,-97020699.92,0,-2374.04,-289269501.27,-179745891.96
Georgia,2006,1,US dollar,-25286894.49,0,-2800363.87,-186646153.95,-145203515.07
Georgia,2006,2,US dollar,-81339651.39,0,-786902.1,-399811049.13,-313393856.74
Georgia,2006,3,US dollar,-90193034.73,0,-11995182.15,-440323421.67,-334232357.43
Georgia,2006,4,US dollar,-13812230.34,0,-124667939.99,-580960608.49,-391731194.52
Georgia,2007,1,US dollar,-137429526.67,0,23520134.77,-495425618.95,-334058014.56
Georgia,2007,2,US dollar,-206904401.99,5521.12,-9427132.11,-595036437.47,-375785365.69
Georgia,2007,3,US dollar,-144623474.046,-505669.84,-35160543.5,-571279236.286,-393960101.57
Georgia,2007,4,US dollar,-122150164.37,-566643.92,15023.1400000003,-720738102.02,-587023311.5
Georgia,2008,1,US dollar,-220370937.46,-1106869.12,-97851514.62,-866078833.58,-521125147.88
Georgia,2008,2,US dollar,-26056068.19,-318288.47,-468207685.16,-553809372.12,-565585324.33
Georgia,2008,3,US dollar,-374006566.62,-3864603.68,-12701351.72,-213689534.17,-74776292.82
Georgia,2008,4,US dollar,-220625292.36,-2489075.37,-44433214.22,-548976191.19,-267144360.71
Georgia,2009,1,US dollar,-275299587.05,143084.55,-7112495.99,-275936018.57,-138190389.4
Georgia,2009,2,US dollar,-27389383.83,-1395311.46,2269970.08,-261362351.76,-201167327.46
Georgia,2009,3,US dollar,-402943246.41,290068.88,-12732162.7,-394868238.6415501,-159869427.88
Georgia,2009,4,US dollar,-155062054.8,394803.14,7031573.87,-416081111.35,-186073663.32
Georgia,2010,1,US dollar,-196346577.4,90784.01,-9371383.12,-118829870.56,-156507932.4
Georgia,2010,2,US dollar,86648314.62,26173.26,25615082.03,-93595660.81,-184063974.32
Georgia,2010,3,US dollar,88184012.64,-344222.05,-262061837.79,-259762968.22,-205279540.26
Georgia,2010,4,US dollar,-281704232.4,-562821.75,-4686752.55,-567151691.83,-184638156.68
Georgia,2011,1,US dollar,-446736756.88,40554.94,-35503123.23,-717012384.36,-224778480.37
Georgia,2011,2,US dollar,-115806715.55,2329861.28,-62485289.47,-398214317.72,-244082979.56
Georgia,2011,3,US dollar,-230898958.33,-2610903.49,-9814699.91,-552826032.97,-301717710.65
Georgia,2011,4,US dollar,-402109486.82,-4884522.43,-25554779.59,-685961518.28,-216775894.96
Georgia,2012,1,US dollar,-65651734.41,-1426121.98,-69238442.64,-413217244.68,-238279443.73
Georgia,2012,2,US dollar,-188476904.89,-3335399.93,-248019433.24,-674608960.99,-174229688.5
Georgia,2012,3,US dollar,53628318.3199999,-999186.39,-534410381.55,-699119074.39,-152444299.2
Georgia,2012,4,US dollar,-119259509.83,357180.11,3410176.87999999,-381493653.13,-186321257.47
Georgia,2013,1,US dollar,-99928600.11,27979.9500000001,31108039.36,-425101792.55,-276496703.6
Georgia,2013,2,US dollar,-120949534.68,1445552.44,94589839.06,-316969154.61,-186893498.56
Georgia,2013,3,US dollar,90349644.91,214701.8,73803563.21,-215144822.2199999,-270758529.13
Georgia,2013,4,US dollar,160773807.8,746783.65,-162905361.07,-272296451.62,-185121322.05
Georgia,2014,1,US dollar,125830716.59,-2953801.84,16759217.98,-222409797.18,-273923208.58
Georgia,2014,2,US dollar,83527287.89,-323264.07,-206878063.93,-357411324.27,-171867831.65
Georgia,2014,3,US dollar,-42446469.04,-978133.67,-4880451.16,-559157315.14,-508396640.76
Georgia,2014,4,US dollar,-274063722.66,-3914565.72,-14372838.59,-749545679.39,-476140650.64
Georgia,2015,1,US dollar,-118136582.81,-2371936.35,83088129,-363841304.78,-285319619.28
Georgia,2015,2,US dollar,-34967558.5099999,4470347.94,-8692855.78,-432080328.35,-381116228.49
Georgia,2015,3,US dollar,117406505.51,480001.619999999,40558713.46,-315092725.73,-459858232.27
Georgia,2015,4,US dollar,-381799599.31,-815702.42,38601631.36,-640209869.48,-293313367.16
Georgia,2016,1,US dollar,45724219.87,-1028406.74,-40270960.81,-326464247.11,-328290116.17
Georgia,2016,2,US dollar,-420549970.06,524712.85,-53117615.74,-854713260.89,-378722359.36
Georgia,2016,3,US dollar,-50166167.2199999,3619390.93,52488138.89,-299749985.16,-303243890.05
Georgia,2016,4,US dollar,-358735626.97,872970.98,-567325.700000001,-595675189.07,-236580317.81
Georgia,2017,1,US dollar,-24071972.58,-2080048.2,4752375.48,-380270288.33,-356691490.6
Georgia,2017,2,US dollar,-33373946.05,420966.62,-26925398.3500001,-378896570.42,-340509923.13
Georgia,2017,3,US dollar,387801711.46,934387.43,3814173.38,-174603355.71,-565336944.9
Georgia,2017,4,US dollar,-192207757.93,1209444.07,94245226,-519197642.51,-458560624.02
Georgia,2018,1,US dollar,33619577.1,291014.6,-235170278.86,-450608054.07,-236088308.3
Georgia,2018,2,US dollar,-176274726.67,774166.75,114316810.71,-343666854.03,-311543521.43
Georgia,2018,3,US dollar,20849314.98,478302.08,145018492.88,-157447874.6800001,-311392453.98
Georgia,2018,4,US dollar,-447081492.77,-298846.500000001,23477739.56,-546334935.44,-151393144.16
Georgia,2019,1,US dollar,7349890.91000006,1497605.21,-140378665.7,-426838099.85,-283289799.53
Georgia,2019,2,US dollar,341282088.44,-5770343.23,-570179323.9,-398082962.49,-192764614.54
Georgia,2019,3,US dollar,419523984.74,5302546.69,-26739032.03,38033568.6000001,-347820129.08
Georgia,2019,4,US dollar,-134112234.79,-4754562.39,-91875779.43,-456966064.54,-262386146.73
Georgia,2020,1,US dollar,-129592531.6,-2246085.01,-79255152.21,-347737701.97,-138312674.32
Georgia,2020,2,US dollar,-706669291.98,-21520014.8,237673697.85,-448738236.56,-160379058.87
Georgia,2020,3,US dollar,-309711070.48,-682725.77,-241536055.12,-731419254.66,-181193815.8
Georgia,2020,4,US dollar,-524299770.27,-2718241.2,8491357.08999999,-483140064.67,-80341329.9
Georgia,2021,1,US dollar,-587541602.51,-1685403.89,-52320900.12,-700870205.71,-60630436.3
Georgia,2021,2,US dollar,-343057501.37,-1714080.67,306065744.2,-163398915.39,-237357567.64
Georgia,2021,3,US dollar,-424850583.185,-573092.140000001,160833836.21,-566213485.2103366,-301698319.74
Georgia,2021,4,US dollar,-386463219.025,3199384.17,-103464673.39,-813265610.785,-324242649.13
Georgia,2022,1,US dollar,74975167.35,-17646289.9,-43722547.11,-450218620.73,-464628960.64
Georgia,2022,2,US dollar,-134161564.23,5563662.54,252744153.81,-205984253.04,-325128204.25
Georgia,2022,3,US dollar,-322732513.28,-1374440.76,1046476460.24,-169393092.26,-898847255.12
Georgia,2022,4,US dollar,-1113833347.06,10207583.32,352377757.31,-990250048.09,-233133095.74
Georgia,2023,1,US dollar,-218802487.48,6665435.55000001,200613413.34,-544998392.23,-535429299.18
Georgia,2023,2,US dollar,-120166604.77,3413562.89,-43282204.97,-656265255.19,-487548075.44
Georgia,2023,3,US dollar,-413625920.71,7578806.54,521083118.21,-226443848.4299998,-351771050.27
Georgia,2023,4,US dollar,-143268192.49,30736108.41,52879009.56,-311579910.35,-239960526.5
Georgia,2024,1,US dollar,-388236027.09,7858244.15,302114761.19,-126840722.85,-60991931.87
Georgia,2024,2,US dollar,42387930.1599999,20458585.69,19866634.7699999,-417957227.86,-486462930.84
Georgia,2024,3,US dollar,568355937.89,6126347.37,-419905149.16,82546050.8000001,-80368185.28
Georgia,2024,4,US dollar,-1337556060.65,-898594.060000001,1189545236.84,-460848176.15,-277774648.82
Georgia,2025,1,US dollar,-247601510.98,68748420.32,-84538171.5799999,-336906033.69,-74173504.98
Georgia,1999,1,US dollar,-17600000,NA,0,-21900000,-19200000
Georgia,1999,2,US dollar,-18500000,NA,0,-30000000,-22100000
Georgia,1999,3,US dollar,13100000,NA,0,-57600000,-19700000
Georgia,1999,4,US dollar,-8600000,NA,-6200000,-26000000,-20300000
Sweden,1999,1,US dollar,5755443690.490591,-125118341.0976216,1126065069.878594,4879615302.807241,-1876775116.464323
Sweden,1999,2,US dollar,-831005857.4041431,-118715122.4863062,37157833338.21383,-2374302449.726123,-38582414808.0495
Sweden,1999,3,US dollar,7218965666.59929,-360948283.3299645,-2646954077.753073,4211063305.516253,0
Sweden,1999,4,US dollar,-4325720332.567789,720953388.7612982,0,-1682224573.776362,1922542370.030129
Sweden,2000,1,US dollar,-6737965180.984068,-464687253.8609702,1974920828.909123,4879216165.540188,10106947771.4761
Sweden,2000,2,US dollar,-1581458081.759124,-225922583.1084462,5761025869.265379,0,-3953645204.397809
Sweden,2000,3,US dollar,-5490776751.118165,645973735.4256665,2045583495.51461,2906881809.415499,5706101329.593387
Sweden,2000,4,US dollar,-5252449206.964345,303025915.7864045,-4848414652.582473,-4242362821.009664,5555475122.75075
Sweden,2001,1,US dollar,-5441990604.865278,2053581360.32652,3799125516.604062,1745544156.277542,1334827884.212238
Sweden,2001,2,US dollar,-3259225365.208973,862736126.0847282,5080557186.943399,-191719139.12994,-2875787086.949094
Sweden,2001,3,US dollar,1039983914.915446,1229071899.445527,3687215698.336581,2741775775.686176,-3214495737.011379
Sweden,2001,4,US dollar,-3500987530.807102,946212846.1640816,2554774684.643021,1324697984.629714,1324697984.629714
Sweden,2002,1,US dollar,-2680300461.681755,-191450032.9772682,5073425873.897607,2871750494.659023,670075115.4204386
Sweden,2002,2,US dollar,701323163.0342582,-100189023.2906083,4107749954.914941,3306237768.590075,-1402646326.068516
Sweden,2002,3,US dollar,0,106546009.2304359,1385098119.995667,1385098119.995667,-106546009.2304359
Sweden,2002,4,US dollar,-1970410275.908524,328401712.6514207,1860943038.35805,-656803425.3028414,-875737900.4037884
Sweden,2003,1,US dollar,3719138189.456031,316989935.8812268,-1946004956.66908,4495366126.103239,2405126073.240415
Sweden,2003,2,US dollar,-8332926483.134477,-1357666009.362244,738908918.7907698,3446545262.567328,12398228836.27328
Sweden,2003,3,US dollar,1279469373.437764,-657396073.7755384,4235298735.003152,2169407043.459277,-2687842342.684874
Sweden,2003,4,US dollar,-1897257918.544076,621513250.4179919,6967518423.758312,9911229983.209942,4219456227.577719
Sweden,2004,1,US dollar,-69167906.45449121,97624781.3540752,8140300108.835062,11612447318.47283,3443690334.738172
Sweden,2004,2,US dollar,-4575544077.47354,-169332921.3396349,4392517047.409705,1505298566.683286,1857526843.964409
